"methods" "abil" "avgProbsT" "accuracy" "avgProbs"
"59" "svmPoly_d_3_s_0.1" 0.0607 0.480431789126482 0.5166 0.4804
"43" "svmRadialCost_C1" 0.0722 0.480483371075561 0.5099 0.4805
"44" "svmRadialCost_C2" 0.142 0.480789990500248 0.5497 0.4808
"62" "gbm_1_150" 0.6197 0.49983838634437 0.4437 0.4998
"61" "gbm_1_100" 0.6203 0.499950196470543 0.4636 0.5
"66" "gbm_3_50" 0.6226 0.500408786510331 0.457 0.5004
"35" "avNNet_decay0" 0.6708 0.512765511056176 0.596 0.5128
"65" "gbm_2_150" 0.6737 0.513676614633771 0.5232 0.5137
"67" "gbm_3_100" 0.6747 0.51400081855953 0.4967 0.514
"64" "gbm_2_100" 0.6842 0.517187821938027 0.5033 0.5172
"103" "knn_k2" 0.7093 0.526486409652942 0.4901 0.5265
"68" "gbm_3_150" 0.7133 0.528038303109742 0.5166 0.528
"109" "Ibk_k2" 0.7212 0.531241672071999 0.457 0.5312
"33" "avNNet_decay1e04" 0.7345 0.536700115076678 0.5629 0.5367
"74" "rf_mtry2" 1.1753 0.591486151031931 0.596 0.5915
"95" "parRF_mtry2" 1.2931 0.602169941884045 0.596 0.6022
"27" "rbf" 1.3706 0.614892420425901 0.596 0.6149
"108" "Ibk_k1" 1.3829 0.61695100871522 0.5762 0.617
"102" "knn_k1" 1.3932 0.618658208412867 0.5828 0.6187
"126" "OptimalClass" 1.5527 0.635842302354643 1 0.6358
"96" "parRF_mtry4" 1.8784 0.640786404225839 0.596 0.6408
"81" "rrf_mtry2" 2.0548 0.642424717394604 0.5695 0.6424
"87" "rrf_mtry128" 2.091 0.642476273240128 0.5563 0.6425
"85" "rrf_mtry32" 2.1159 0.642449053031828 0.5762 0.6424
"69" "treeBag" 2.148 0.642354997768741 0.6026 0.6424
"83" "rrf_mtry8" 2.4129 0.640573638430784 0.5629 0.6406
"82" "rrf_mtry4" 2.4708 0.640110406478458 0.5828 0.6401
"84" "rrf_mtry16" 2.5319 0.639614988089029 0.5762 0.6396
"77" "rf_mtry16" 2.5929 0.639116133041226 0.6159 0.6391
"86" "rrf_mtry64" 2.6437 0.638700334210158 0.5894 0.6387
"75" "rf_mtry4" 2.6496 0.638651694618619 0.6159 0.6387
"99" "parRF_mtry32" 2.6841 0.638369357269174 0.6159 0.6384
"78" "rf_mtry32" 2.7324 0.637975335031043 0.6093 0.638
"79" "rf_mtry64" 2.7324 0.637975335031043 0.6093 0.638
"97" "parRF_mtry8" 2.7324 0.637975335031043 0.6093 0.638
"98" "parRF_mtry16" 2.7324 0.637975335031043 0.6093 0.638
"100" "parRF_mtry64" 2.7324 0.637975335031043 0.6093 0.638
"80" "rf_mtry128" 2.8067 0.63737184698217 0.6026 0.6374
"101" "parRF_mtry128" 2.8067 0.63737184698217 0.6026 0.6374
"76" "rf_mtry8" 2.8827 0.636761515176229 0.6026 0.6368
