"methods" "abil" "avgProbsT" "accuracy" "avgProbs"
"20" "fda_prune17" 0.0656 0.800119564236904 0.7742 0.8001
"81" "rrf_mtry2" 0.1213 0.802467580795932 0.8 0.8025
"27" "rbf" 0.157 0.802922776379495 0.8452 0.8029
"15" "sda_L0.0" 0.24 0.803411091224708 0.8065 0.8034
"7" "LMT_AIC" 0.258 0.803489124507972 0.8323 0.8035
"33" "avNNet_decay1e04" 0.3232 0.803758044641548 0.8258 0.8038
"55" "svmPoly_d_2_s_0.01" 0.5471 0.804938599489152 0.8065 0.8049
"90" "cforest_mtry8" 0.6082 0.805627373272746 0.8323 0.8056
"70" "bagFDA_prune2" 0.6092 0.805642068818534 0.8194 0.8056
"91" "cforest_mtry16" 0.7312 0.808413964798652 0.8323 0.8084
"92" "cforest_mtry32" 0.7408 0.808640927889349 0.8258 0.8086
"94" "cforest_mtry128" 0.7493 0.808841901019158 0.8194 0.8088
"72" "bagFDA_prune8" 0.8587 0.811153385760558 0.8 0.8112
"71" "bagFDA_prune4" 0.8812 0.811526106195871 0.8 0.8115
"93" "cforest_mtry64" 0.8905 0.811689697111206 0.8129 0.8117
"73" "bagFDA_prune16" 1.0144 0.814520946671563 0.8 0.8145
"58" "svmPoly_d_3_s_0.01" 1.0151 0.814528809350428 0.8452 0.8145
"68" "gbm_3_150" 1.0268 0.814640889528482 0.8065 0.8146
"95" "parRF_mtry2" 1.0994 0.814870758515923 0.8194 0.8149
"96" "parRF_mtry4" 1.2149 0.814928537917592 0.8129 0.8149
"63" "gbm_2_50" 1.2345 0.8150100161073 0.8 0.815
"75" "rf_mtry4" 1.2684 0.815308338829778 0.8065 0.8153
"62" "gbm_1_150" 1.3436 0.817199550714758 0.8065 0.8172
"69" "treeBag" 1.3456 0.817268647334979 0.7871 0.8173
"67" "gbm_3_100" 1.3972 0.818932658213528 0.8323 0.8189
"74" "rf_mtry2" 1.4134 0.81928896473644 0.8258 0.8193
"64" "gbm_2_100" 1.432 0.819585317226962 0.8129 0.8196
"98" "parRF_mtry16" 1.4741 0.819915848782333 0.8 0.8199
"60" "gbm_1_50" 1.4935 0.819964670739415 0.8129 0.82
"66" "gbm_3_50" 1.5262 0.819965420035125 0.8065 0.82
"97" "parRF_mtry8" 1.5917 0.819816967880305 0.8129 0.8198
"99" "parRF_mtry32" 1.6997 0.819439229296882 0.7935 0.8194
"78" "rf_mtry32" 1.7215 0.819357462106184 0.7742 0.8194
"100" "parRF_mtry64" 1.7215 0.819357462106184 0.7806 0.8194
"76" "rf_mtry8" 1.7557 0.819228335597232 0.8065 0.8192
"80" "rf_mtry128" 1.8079 0.819030714402834 0.7806 0.819
"101" "parRF_mtry128" 1.8195 0.818986592848677 0.8 0.819
"79" "rf_mtry64" 2.0605 0.818085547929823 0.7871 0.8181
"77" "rf_mtry16" 2.0607 0.818084871343731 0.8 0.8181
