"methods" "abil" "avgProbsT" "accuracy" "avgProbs"
"1" "c5.0" 1.8139 0.718943997073752 0.7143 0.7189
"2" "c5.0_winnow" 1.8139 0.718943997073752 0.7143 0.7189
"3" "J48" 1.8139 0.718943997073752 0.7143 0.7189
"4" "J48Unp" 1.8139 0.718943997073752 0.7143 0.7189
"7" "LMT_AIC" 1.8139 0.718943997073752 0.7143 0.7189
"11" "ctree_c0.99" 1.8139 0.718943997073752 0.7143 0.7189
"12" "JRip" 1.8139 0.718943997073752 0.7143 0.7189
"13" "JRip_Unp" 1.8139 0.718943997073752 0.7143 0.7189
"14" "PART" 1.8139 0.718943997073752 0.7143 0.7189
"40" "SMV" 1.8139 0.718943997073752 0.7143 0.7189
"41" "svmRadialCost_C0.01" 1.8139 0.718943997073752 0.7143 0.7189
"42" "svmRadialCost_C0.1" 1.8139 0.718943997073752 0.7143 0.7189
"43" "svmRadialCost_C1" 1.8139 0.718943997073752 0.7143 0.7189
"45" "svmLinear_C0.01" 1.8139 0.718943997073752 0.7143 0.7189
"46" "svmLineart_C0.1" 1.8139 0.718943997073752 0.7143 0.7189
"47" "svmLinear_C1" 1.8139 0.718943997073752 0.7143 0.7189
"48" "svmLinear_C2" 1.8139 0.718943997073752 0.7143 0.7189
"49" "svmLinear_C4" 1.8139 0.718943997073752 0.7143 0.7189
"50" "svmLinear_C8" 1.8139 0.718943997073752 0.7143 0.7189
"51" "svmPoly_d_1_s_0.001" 1.8139 0.718943997073752 0.7143 0.7189
"52" "svmPoly_d_1_s_0.01" 1.8139 0.718943997073752 0.7143 0.7189
"54" "svmPoly_d_2_s_0.001" 1.8139 0.718943997073752 0.7143 0.7189
"55" "svmPoly_d_2_s_0.01" 1.8139 0.718943997073752 0.7143 0.7189
"56" "svmPoly_d_2_s_0.1" 1.8139 0.718943997073752 0.7143 0.7189
"57" "svmPoly_d_3_s_0.001" 1.8139 0.718943997073752 0.7143 0.7189
"58" "svmPoly_d_3_s_0.01" 1.8139 0.718943997073752 0.7143 0.7189
"88" "cforest_mtry2" 1.8139 0.718943997073752 0.7143 0.7189
"89" "cforest_mtry4" 1.8139 0.718943997073752 0.7143 0.7189
"90" "cforest_mtry8" 1.8139 0.718943997073752 0.7143 0.7189
"91" "cforest_mtry16" 1.8139 0.718943997073752 0.7143 0.7189
"92" "cforest_mtry32" 1.8139 0.718943997073752 0.7143 0.7189
"93" "cforest_mtry64" 1.8139 0.718943997073752 0.7143 0.7189
"94" "cforest_mtry128" 1.8139 0.718943997073752 0.7143 0.7189
"114" "pls_ncomp1" 1.8139 0.718943997073752 0.7143 0.7189
"116" "simpls_ncomp1" 1.8139 0.718943997073752 0.7143 0.7189
"118" "gcvEarth_d1" 1.8139 0.718943997073752 0.7143 0.7189
"119" "gcvEarth_d2" 1.8139 0.718943997073752 0.7143 0.7189
"124" "MajorityClass" 1.8139 0.718943997073752 0.7143 0.7189
