"methods" "abil" "avgProbsT" "accuracy" "avgProbs"
"36" "pcaNNet" 0.0631 0.581837687331818 0.5514 0.5818
"44" "svmRadialCost_C2" 0.0654 0.582597431529609 0.6262 0.5826
"62" "gbm_1_150" 0.0698 0.584066057908221 0.6355 0.5841
"110" "Ibk_k3" 0.0738 0.585311566185272 0.514 0.5853
"33" "avNNet_decay1e04" 0.075 0.585683928031549 0.6822 0.5857
"6" "LMT_CV" 0.0908 0.590029586330003 0.6168 0.59
"35" "avNNet_decay0" 0.4327 0.623902750989987 0.6729 0.6239
"64" "gbm_2_100" 0.6208 0.654816767940809 0.6542 0.6548
"14" "PART" 0.6602 0.668416589812138 0.6636 0.6684
"68" "gbm_3_150" 0.6759 0.674547322094036 0.6636 0.6745
"1" "c5.0" 0.6772 0.675037099082208 0.6168 0.675
"3" "J48" 0.6849 0.678163257376485 0.6355 0.6782
"4" "J48Unp" 0.6849 0.678163257376485 0.6355 0.6782
"103" "knn_k2" 0.6917 0.680921206504605 0.5981 0.6809
"65" "gbm_2_150" 0.7322 0.698422866246529 0.7103 0.6984
"74" "rf_mtry2" 1.2199 0.784877416356995 0.8037 0.7849
"69" "treeBag" 1.2469 0.788070888998817 0.757 0.7881
"102" "knn_k1" 1.279 0.791962638193032 0.7944 0.792
"95" "parRF_mtry2" 1.3303 0.797105488898396 0.785 0.7971
"27" "rbf" 1.3455 0.798238216688092 0.785 0.7982
"108" "Ibk_k1" 1.4062 0.801282715014282 0.8224 0.8013
"101" "parRF_mtry128" 1.6006 0.804766256901426 0.7944 0.8048
"75" "rf_mtry4" 1.6936 0.805511050166727 0.7944 0.8055
"76" "rf_mtry8" 1.7783 0.806002830574198 0.785 0.806
"77" "rf_mtry16" 1.7783 0.806002830574198 0.785 0.806
"78" "rf_mtry32" 1.7783 0.806002830574198 0.785 0.806
"79" "rf_mtry64" 1.7783 0.806002830574198 0.785 0.806
"80" "rf_mtry128" 1.7783 0.806002830574198 0.785 0.806
"96" "parRF_mtry4" 1.7783 0.806002830574198 0.785 0.806
"97" "parRF_mtry8" 1.7783 0.806002830574198 0.785 0.806
"98" "parRF_mtry16" 1.7783 0.806002830574198 0.785 0.806
"99" "parRF_mtry32" 1.7783 0.806002830574198 0.785 0.806
"100" "parRF_mtry64" 1.7783 0.806002830574198 0.785 0.806
"126" "OptimalClass" 2.1418 0.812020637302617 1 0.812
"81" "rrf_mtry2" 2.2705 0.814855762276593 0.7757 0.8149
"82" "rrf_mtry4" 2.2955 0.815063828320219 0.7664 0.8151
"83" "rrf_mtry8" 2.2955 0.815063828320219 0.7664 0.8151
"84" "rrf_mtry16" 2.2955 0.815063828320219 0.7664 0.8151
"85" "rrf_mtry32" 2.2955 0.815063828320219 0.7664 0.8151
"86" "rrf_mtry64" 2.2955 0.815063828320219 0.7664 0.8151
"87" "rrf_mtry128" 2.2955 0.815063828320219 0.7664 0.8151
