"methods" "abil" "avgProbs" "accuracy"
"1" "pls_ncomp3" -2.55316412798602 0.0345157990604321 0
"2" "simpls_ncomp3" -2.55316412798602 0.0345157990604321 0
"3" "PessimalClass" -2.55316412798602 0.0345157990604321 0
"4" "MinorityClass" -2.5531641279854 0.0345157990604359 0.2
"5" "RandomClass_C" -2.05560807283819 0.297079638750851 0.37
"6" "RandomClass_B" -2.05333589426128 0.321446640774752 0.37
"7" "RandomClass_A" -2.04792786413999 0.381404016353667 0.383333333333333
"8" "treeBag" -2.04629767373172 0.39886474898369 0.4
"9" "MajorityClass" -2.04023452739111 0.458467470552352 0.4
"10" "lvq_1" -1.20256043755757 0.81358192336683 0.993333333333333
"11" "avNNet_decay1e04" -1.00900930376441 0.814572596017655 0.99
"12" "lvq_3" -0.988435135311086 0.814668556106179 0.986666666666667
"13" "knn_k5" -0.420107186837237 0.816655942124309 0.993333333333333
"14" "Ibk_k5" -0.420107186837237 0.816655942124309 0.993333333333333
"15" "mlp_7" -0.405957697883057 0.816690879320155 0.99
"16" "svmRadialCost_C0.01" 0.248152153624071 0.817770515814226 0.8
"17" "svmLinear_C0.01" 0.248152153624071 0.817770515814226 0.8
"18" "svmPoly_d_1_s_0.001" 0.248152153624071 0.817770515814226 0.8
"19" "svmPoly_d_1_s_0.01" 0.248152153624071 0.817770515814226 0.8
"20" "svmPoly_d_2_s_0.001" 0.248152153624071 0.817770515814226 0.8
"21" "svmPoly_d_2_s_0.01" 0.248152153624071 0.817770515814226 0.8
"22" "svmPoly_d_3_s_0.001" 0.248152153624071 0.817770515814226 0.8
"23" "pls_ncomp1" 0.248152153624071 0.817770515814226 0.8
"24" "pls_ncomp2" 0.248152153624071 0.817770515814226 0.8
"25" "simpls_ncomp1" 0.248152153624071 0.817770515814226 0.8
"26" "simpls_ncomp2" 0.248152153624071 0.817770515814226 0.8
"27" "svmLineart_C0.1" 0.341956831932597 0.862693779254533 0.973333333333333
"28" "svmPoly_d_2_s_0.1" 0.341956831932597 0.862693779254533 0.973333333333333
"29" "mlp_1" 0.341956831934754 0.862693779254535 0.886666666666667
"30" "mda_subc4" 0.341956831935506 0.862693779254536 0.996666666666667
"31" "sda_L1.0" 0.341956831935751 0.862693779254537 1
"32" "fda_prune9" 0.341956831935751 0.862693779254537 0.983333333333333
"33" "fda_prune17" 0.341956831935751 0.862693779254537 0.983333333333333
"34" "mda_subc2" 0.341956831935751 0.862693779254537 1
"35" "W_NB" 0.341956831935751 0.862693779254537 1
"36" "NB" 0.341956831935751 0.862693779254537 1
"37" "NB_laplace" 0.341956831935751 0.862693779254537 1
"38" "rbf" 0.341956831935751 0.862693779254537 1
"39" "lvq_5" 0.341956831935751 0.862693779254537 1
"40" "svmRadialCost_C1" 0.341956831935751 0.862693779254537 1
"41" "svmRadialCost_C2" 0.341956831935751 0.862693779254537 1
"42" "svmPoly_d_3_s_0.1" 0.341956831935751 0.862693779254537 1
"43" "knn_k1" 0.341956831935751 0.862693779254537 1
"44" "knn_k2" 0.341956831935751 0.862693779254537 1
"45" "knn_k3" 0.341956831935751 0.862693779254537 1
"46" "knn_k7" 0.341956831935751 0.862693779254537 1
"47" "knn_k9" 0.341956831935751 0.862693779254537 1
"48" "Ibk_k1" 0.341956831935751 0.862693779254537 1
"49" "Ibk_k2" 0.341956831935751 0.862693779254537 1
"50" "Ibk_k3" 0.341956831935751 0.862693779254537 1
"51" "OptimalClass" 0.341956831935751 0.862693779254537 1
"52" "avNNet_decay0" 0.341956831936879 0.862693779254538 0.946666666666667
"53" "JRip_Unp" 0.341956831936911 0.862693779254538 0.983333333333333
"54" "SMV" 0.341956831936911 0.862693779254538 0.973333333333333
"55" "Ibk_k7" 0.341956831936911 0.862693779254538 0.993333333333333
"56" "Ibk_k9" 0.341956831936911 0.862693779254538 0.993333333333333
"57" "svmPoly_d_3_s_0.01" 0.341956831937035 0.862693779254538 0.91
"58" "bagFDA_prune4" 0.341956831937999 0.862693779254539 0.98
"59" "svmRadialCost_C0.1" 0.341956831938084 0.862693779254539 0.996666666666667
"60" "svmPoly_d_1_s_0.1" 0.341956831938084 0.862693779254539 0.996666666666667
"61" "fda_prune2" 0.341956831940025 0.862693779254542 0.966666666666667
"62" "bagFDA_prune2" 0.341956831941235 0.862693779254543 0.963333333333333
"63" "c5.0" 0.343511027278579 0.862695343497977 0.993333333333333
"64" "c5.0_winnow" 0.343511027278579 0.862695343497977 0.993333333333333
"65" "J48" 0.343511027278579 0.862695343497977 0.993333333333333
"66" "J48Unp" 0.343511027278579 0.862695343497977 0.993333333333333
"67" "ctree_c0.01" 0.343511027278579 0.862695343497977 0.993333333333333
"68" "ctree_c0.05" 0.343511027278579 0.862695343497977 0.993333333333333
"69" "ctree_c0.99" 0.343511027278579 0.862695343497977 0.993333333333333
"70" "JRip" 0.343511027278579 0.862695343497977 0.993333333333333
"71" "PART" 0.343511027278579 0.862695343497977 0.993333333333333
"72" "cforest_mtry8" 0.343511027278579 0.862695343497977 0.993333333333333
"73" "cforest_mtry64" 0.343511027278579 0.862695343497977 0.993333333333333
"74" "svmLinear_C2" 0.343511027278913 0.862695343497978 0.993333333333333
"75" "cforest_mtry2" 0.343511027278913 0.862695343497978 0.99
"76" "cforest_mtry4" 0.343511027278913 0.862695343497978 0.99
"77" "cforest_mtry16" 0.343511027278913 0.862695343497978 0.99
"78" "cforest_mtry32" 0.343511027278913 0.862695343497978 0.99
"79" "cforest_mtry128" 0.343511027278913 0.862695343497978 0.99
"80" "pcaNNet" 0.343511027280758 0.862695343497979 0.953333333333333
"81" "rpart" 0.343511027281249 0.86269534349798 0.993333333333333
"82" "mlp_3" 0.343511027281249 0.86269534349798 0.993333333333333
"83" "mlp_9" 0.343511027281249 0.86269534349798 0.993333333333333
"84" "avNNet_decay01" 0.343511027281249 0.86269534349798 0.993333333333333
"85" "gbm_1_50" 0.343511027281249 0.86269534349798 0.993333333333333
"86" "gbm_1_100" 0.343511027281249 0.86269534349798 0.993333333333333
"87" "gbm_1_150" 0.343511027281249 0.86269534349798 0.993333333333333
"88" "gbm_2_50" 0.343511027281249 0.86269534349798 0.993333333333333
"89" "gbm_2_100" 0.343511027281249 0.86269534349798 0.993333333333333
"90" "gbm_2_150" 0.343511027281249 0.86269534349798 0.993333333333333
"91" "gbm_3_50" 0.343511027281249 0.86269534349798 0.993333333333333
"92" "gbm_3_100" 0.343511027281249 0.86269534349798 0.993333333333333
"93" "gbm_3_150" 0.343511027281249 0.86269534349798 0.993333333333333
"94" "bagFDA_prune16" 0.343511027281249 0.86269534349798 0.99
"95" "rf_mtry2" 0.343511027281249 0.86269534349798 0.993333333333333
"96" "rf_mtry4" 0.343511027281249 0.86269534349798 0.993333333333333
"97" "rf_mtry8" 0.343511027281249 0.86269534349798 0.993333333333333
"98" "rf_mtry16" 0.343511027281249 0.86269534349798 0.993333333333333
"99" "rf_mtry32" 0.343511027281249 0.86269534349798 0.993333333333333
"100" "rf_mtry64" 0.343511027281249 0.86269534349798 0.993333333333333
"101" "rf_mtry128" 0.343511027281249 0.86269534349798 0.993333333333333
"102" "rrf_mtry2" 0.343511027281249 0.86269534349798 0.993333333333333
"103" "rrf_mtry4" 0.343511027281249 0.86269534349798 0.993333333333333
"104" "rrf_mtry8" 0.343511027281249 0.86269534349798 0.993333333333333
"105" "rrf_mtry16" 0.343511027281249 0.86269534349798 0.993333333333333
"106" "rrf_mtry32" 0.343511027281249 0.86269534349798 0.993333333333333
"107" "rrf_mtry64" 0.343511027281249 0.86269534349798 0.993333333333333
"108" "rrf_mtry128" 0.343511027281249 0.86269534349798 0.993333333333333
"109" "parRF_mtry2" 0.343511027281249 0.86269534349798 0.993333333333333
"110" "parRF_mtry4" 0.343511027281249 0.86269534349798 0.993333333333333
"111" "parRF_mtry8" 0.343511027281249 0.86269534349798 0.993333333333333
"112" "parRF_mtry16" 0.343511027281249 0.86269534349798 0.993333333333333
"113" "parRF_mtry32" 0.343511027281249 0.86269534349798 0.993333333333333
"114" "parRF_mtry64" 0.343511027281249 0.86269534349798 0.993333333333333
"115" "parRF_mtry128" 0.343511027281249 0.86269534349798 0.993333333333333
"116" "gcvEarth_d2" 0.343511027281249 0.86269534349798 0.993333333333333
"117" "gcvEarth_d3" 0.343511027281249 0.86269534349798 0.993333333333333
"118" "svmLinear_C1" 0.343511027281337 0.86269534349798 0.99
"119" "LMT" 0.343511027281797 0.86269534349798 0.996666666666667
"120" "LMT_CV" 0.343511027281797 0.86269534349798 0.996666666666667
"121" "LMT_AIC" 0.343511027281797 0.86269534349798 0.996666666666667
"122" "sda_L0.0" 0.343511027281797 0.86269534349798 0.996666666666667
"123" "sda_L0.5" 0.343511027281797 0.86269534349798 0.996666666666667
"124" "mda_subc3" 0.343511027281797 0.86269534349798 0.996666666666667
"125" "mlp_5" 0.343511027281797 0.86269534349798 0.996666666666667
"126" "svmLinear_C4" 0.343511027281797 0.86269534349798 0.996666666666667
"127" "svmLinear_C8" 0.343511027281797 0.86269534349798 0.996666666666667
"128" "bagFDA_prune8" 0.343511027281797 0.86269534349798 0.996666666666667
"129" "gcvEarth_d1" 0.343511027281797 0.86269534349798 0.996666666666667
