"methods" "abil" "avgProbs" "accuracy"
"1" "MinorityClass" -4.04043074156241 0.260490457116144 0.253333333333333
"2" "pls_ncomp3" -3.03791956794229 0.218957443370092 0
"3" "simpls_ncomp3" -3.03791956794229 0.218957443370092 0
"4" "PessimalClass" -3.03791956794229 0.218957443370092 0
"5" "RandomClass_B" -2.76767786342843 0.269007573374196 0.363333333333333
"6" "RandomClass_A" -2.74964168680888 0.278580251977145 0.403333333333333
"7" "RandomClass_C" -2.74933609199365 0.278746665338769 0.346666666666667
"8" "treeBag" -2.74118010961462 0.283223878337803 0.393333333333333
"9" "svmRadialCost_C0.01" -1.94775996665572 0.373346963487708 0.396666666666667
"10" "svmPoly_d_1_s_0.001" -1.94775996665572 0.373346963487708 0.396666666666667
"11" "svmPoly_d_2_s_0.001" -1.94775996665572 0.373346963487708 0.396666666666667
"12" "MajorityClass" -1.94775996665572 0.373346963487708 0.396666666666667
"13" "svmPoly_d_3_s_0.001" -1.54560757914607 0.411844929089198 0.426666666666667
"14" "Ibk_k2" -0.704157202218761 0.540230661590752 0.613333333333333
"15" "knn_k2" -0.686660653973613 0.545067756701362 0.593333333333333
"16" "knn_k1" -0.662163524582549 0.552516175507726 0.57
"17" "Ibk_k1" -0.654590833046739 0.554770049304175 0.58
"18" "rbf" -0.251603980814743 0.597132685868227 0.633333333333333
"19" "Ibk_k3" -0.217186392978866 0.6001075425386 0.64
"20" "parRF_mtry16" -0.0265428228351404 0.620783189656299 0.63
"21" "parRF_mtry128" -0.0262843743049498 0.620839890574282 0.633333333333333
"22" "parRF_mtry4" -0.0257035970011825 0.620968132905597 0.633333333333333
"23" "rf_mtry32" -0.02521012394708 0.621078019025951 0.64
"24" "parRF_mtry2" -0.0251690045487291 0.621087214506905 0.636666666666667
"25" "rf_mtry2" -0.0244617737351044 0.621246335271417 0.633333333333333
"26" "rf_mtry16" -0.024236324292347 0.621297449784952 0.64
"27" "rf_mtry8" -0.0242363242914402 0.621297449785158 0.643333333333333
"28" "rf_mtry64" -0.0238813199828635 0.621378329905721 0.64
"29" "rf_mtry128" -0.0238813199825744 0.621378329905787 0.643333333333333
"30" "parRF_mtry32" -0.0234883568848772 0.621468429295664 0.643333333333333
"31" "parRF_mtry8" -0.0234273609089511 0.621482469285144 0.646666666666667
"32" "parRF_mtry64" -0.0231447319834024 0.621547719323365 0.643333333333333
"33" "rf_mtry4" -0.0221089583826785 0.621789665914832 0.643333333333333
"34" "knn_k3" -0.0112326603996857 0.624682969409287 0.65
"35" "rrf_mtry2" -0.00561711947764912 0.626533169949683 0.633333333333333
"36" "rrf_mtry4" -0.00561711947764912 0.626533169949683 0.633333333333333
"37" "rrf_mtry8" -0.00561711947764912 0.626533169949683 0.633333333333333
"38" "rrf_mtry16" -0.00561711947764912 0.626533169949683 0.633333333333333
"39" "rrf_mtry32" -0.00561711947764912 0.626533169949683 0.633333333333333
"40" "rrf_mtry64" -0.00561711947764912 0.626533169949683 0.633333333333333
"41" "rrf_mtry128" -0.00561711947764912 0.626533169949683 0.633333333333333
"42" "pls_ncomp2" 0.138025168195698 0.657497868302128 0.646666666666667
"43" "simpls_ncomp2" 0.138025168195698 0.657497868302128 0.646666666666667
"44" "pls_ncomp1" 0.138056637877912 0.657510654983009 0.643333333333333
"45" "simpls_ncomp1" 0.138056637877912 0.657510654983009 0.643333333333333
"46" "svmPoly_d_3_s_0.01" 0.138058521225148 0.657511420099709 0.646666666666667
"47" "svmLinear_C0.01" 0.138124904333899 0.657538379587794 0.643333333333333
"48" "svmPoly_d_1_s_0.01" 0.138124904333899 0.657538379587794 0.643333333333333
"49" "svmPoly_d_2_s_0.01" 0.138124904333899 0.657538379587794 0.643333333333333
"50" "bagFDA_prune2" 0.138841484297617 0.657828076388413 0.65
"51" "fda_prune2" 0.138846450393049 0.657830074228775 0.653333333333333
"52" "mlp_1" 0.138972095935318 0.657880568985042 0.663333333333333
"53" "Ibk_k5" 0.368295785245902 0.683551682130508 0.696666666666667
"54" "lvq_1" 0.370457076212797 0.683696575724715 0.706666666666667
"55" "pcaNNet" 0.457955779210864 0.689088365022173 0.706666666666667
"56" "SMV" 0.643883455442487 0.704483378636681 0.65
"57" "gbm_3_150" 0.656706106639851 0.707281983601923 0.696666666666667
"58" "svmLineart_C0.1" 0.659509300599964 0.707895346239425 0.65
"59" "svmPoly_d_2_s_0.1" 0.659509300599964 0.707895346239425 0.65
"60" "ctree_c0.01" 0.66953591510058 0.709994133775071 0.72
"61" "ctree_c0.05" 0.66953591510058 0.709994133775071 0.72
"62" "gbm_3_100" 0.675509406306982 0.711146567633078 0.716666666666667
"63" "gbm_2_150" 0.677807002939426 0.711569123057486 0.71
"64" "sda_L0.0" 0.683286010958004 0.712532435988569 0.68
"65" "sda_L1.0" 0.683440468428325 0.71255870412223 0.676666666666667
"66" "sda_L0.5" 0.683894279649743 0.71263560033088 0.683333333333333
"67" "NB" 0.684659096982527 0.71276423834805 0.696666666666667
"68" "NB_laplace" 0.684659096982527 0.71276423834805 0.696666666666667
"69" "gbm_2_100" 0.68497051625105 0.712816271222062 0.72
"70" "W_NB" 0.685232855563434 0.712859947234212 0.7
"71" "knn_k5" 0.685887796834339 0.712968357478007 0.713333333333333
"72" "svmLinear_C1" 0.73300624337055 0.717815419755749 0.676666666666667
"73" "svmLinear_C2" 0.73300624337055 0.717815419755749 0.676666666666667
"74" "svmLinear_C4" 0.73300624337055 0.717815419755749 0.676666666666667
"75" "svmLinear_C8" 0.73300624337055 0.717815419755749 0.676666666666667
"76" "OptimalClass" 0.959686515200886 0.732642558851468 1
"77" "gbm_3_50" 1.09735653469329 0.740070892359482 0.73
"78" "lvq_3" 1.09833811599727 0.740112399332286 0.73
"79" "knn_k7" 1.10396701336876 0.740324409442092 0.74
"80" "Ibk_k7" 1.12381541793675 0.740876882501941 0.736666666666667
"81" "mda_subc2" 1.27546895551747 0.74400475397429 0.75
"82" "svmPoly_d_1_s_0.1" 1.30047083423732 0.744560758436069 0.753333333333333
"83" "gbm_2_50" 1.35872523550642 0.746540707786438 0.743333333333333
"84" "gbm_1_150" 1.36242523099518 0.746686553548445 0.746666666666667
"85" "knn_k9" 1.36383571663092 0.746742553687127 0.74
"86" "Ibk_k9" 1.36572253702526 0.746817937082448 0.75
"87" "gbm_1_100" 1.44185563453231 0.749707308881795 0.75
"88" "mda_subc3" 1.44414994534222 0.749755148472849 0.75
"89" "lvq_5" 1.58349299676303 0.752390712832916 0.743333333333333
"90" "c5.0" 1.59830767380874 0.752623139117865 0.743333333333333
"91" "c5.0_winnow" 1.59830767380874 0.752623139117865 0.743333333333333
"92" "JRip_Unp" 1.62223851850464 0.752960813762822 0.75
"93" "avNNet_decay0" 1.70139901837499 0.753862760948794 0.743333333333333
"94" "LMT_CV" 1.74239613414332 0.754260659761984 0.743333333333333
"95" "LMT" 1.74895095158189 0.754321604675206 0.74
