"methods" "abil" "avgProbs" "accuracy"
"1" "MinorityClass" -4.55382740000404 0.178846137404695 0.243333333333333
"2" "pls_ncomp3" -3.58566425205556 0.169010263702054 0
"3" "simpls_ncomp3" -3.58566425205556 0.169010263702054 0
"4" "PessimalClass" -3.58566425205556 0.169010263702054 0
"5" "RandomClass_A" -2.78016491288486 0.254436596578542 0.32
"6" "treeBag" -2.75837488685586 0.259205146128115 0.39
"7" "RandomClass_C" -2.73298157548752 0.264907111676162 0.326666666666667
"8" "RandomClass_B" -2.6834888969135 0.276411836858966 0.34
"9" "MajorityClass" -2.21820167829754 0.384042717917423 0.38
"10" "svmRadialCost_C0.01" -1.87932755548996 0.434782491261657 0.43
"11" "svmPoly_d_1_s_0.001" -1.87932755548996 0.434782491261657 0.43
"12" "svmPoly_d_2_s_0.001" -1.87932755548996 0.434782491261657 0.43
"13" "svmPoly_d_3_s_0.001" -0.981336947512925 0.604277145493957 0.616666666666667
"14" "svmLinear_C0.01" -0.613871868210683 0.631167988180054 0.66
"15" "svmPoly_d_1_s_0.01" -0.613871868210683 0.631167988180054 0.66
"16" "svmPoly_d_2_s_0.01" -0.613871868210683 0.631167988180054 0.66
"17" "svmPoly_d_3_s_0.01" -0.613871868210683 0.631167988180054 0.66
"18" "pls_ncomp1" -0.613871868210683 0.631167988180054 0.66
"19" "pls_ncomp2" -0.613871868210683 0.631167988180054 0.66
"20" "simpls_ncomp1" -0.613871868210683 0.631167988180054 0.66
"21" "simpls_ncomp2" -0.613871868210683 0.631167988180054 0.66
"22" "fda_prune2" -0.523452219249747 0.639480070616212 0.696666666666667
"23" "bagFDA_prune2" -0.520676810415902 0.639791180877172 0.69
"24" "SMV" -0.455932727956035 0.647742531602342 0.693333333333333
"25" "svmLineart_C0.1" -0.455932727956035 0.647742531602342 0.693333333333333
"26" "svmPoly_d_2_s_0.1" -0.455932727956035 0.647742531602342 0.693333333333333
"27" "mlp_1" -0.383295834874644 0.656996877513064 0.71
"28" "sda_L0.0" -0.184145529380328 0.687124084131043 0.723333333333333
"29" "sda_L0.5" -0.184145529380328 0.687124084131043 0.723333333333333
"30" "sda_L1.0" -0.184145529380328 0.687124084131043 0.723333333333333
"31" "Ibk_k2" -0.0633863160379528 0.721006728392484 0.703333333333333
"32" "NB" -0.0491474110783889 0.725384515899107 0.75
"33" "NB_laplace" -0.0491474110783889 0.725384515899107 0.75
"34" "W_NB" -0.0250049454714984 0.732625118676416 0.756666666666667
"35" "svmLinear_C1" -0.00790625394043727 0.737511516370342 0.77
"36" "svmLinear_C2" -0.00790625394043727 0.737511516370342 0.77
"37" "svmLinear_C4" -0.00790625394043727 0.737511516370342 0.77
"38" "svmLinear_C8" -0.00790625394043727 0.737511516370342 0.77
"39" "Ibk_k1" 0.00850608510607755 0.741940760509771 0.666666666666667
"40" "knn_k2" 0.0125415769260084 0.742984918104901 0.683333333333333
"41" "knn_k1" 0.0205683275932606 0.745005020957167 0.67
"42" "mda_subc2" 0.0349476181743464 0.748425655089719 0.773333333333333
"43" "rrf_mtry2" 0.0430389490234852 0.75023426387611 0.706666666666667
"44" "rrf_mtry4" 0.0430389490234852 0.75023426387611 0.706666666666667
"45" "rrf_mtry8" 0.0430389490234852 0.75023426387611 0.706666666666667
"46" "rrf_mtry16" 0.0430389490234852 0.75023426387611 0.706666666666667
"47" "rrf_mtry32" 0.0430389490234852 0.75023426387611 0.706666666666667
"48" "rrf_mtry64" 0.0430389490234852 0.75023426387611 0.706666666666667
