"methods" "abil" "avgProbsT" "accuracy" "avgProbs"
"3" "J48" 0.741 0.521549694959651 0.5 0.5215
"4" "J48Unp" 0.741 0.521549694959651 0.5 0.5215
"75" "rf_mtry4" 0.7485 0.522659135081613 0.5312 0.5227
"16" "sda_L0.5" 0.7719 0.526006544141938 0.4688 0.526
"46" "svmLineart_C0.1" 0.7719 0.526006544109694 0.5 0.526
"47" "svmLinear_C1" 0.7719 0.526006544109694 0.5 0.526
"48" "svmLinear_C2" 0.7719 0.526006544109694 0.5 0.526
"49" "svmLinear_C4" 0.7719 0.526006544109694 0.5 0.526
"50" "svmLinear_C8" 0.7719 0.526006544109694 0.5 0.526
"56" "svmPoly_d_2_s_0.1" 0.7719 0.526006544109694 0.5 0.526
"69" "treeBag" 0.795 0.529170284528904 0.5312 0.5292
"33" "avNNet_decay1e04" 0.8284 0.533516638793084 0.5 0.5335
"86" "rrf_mtry64" 0.8476 0.535921004313128 0.5 0.5359
"87" "rrf_mtry128" 0.8476 0.535921004313133 0.5312 0.5359
"118" "gcvEarth_d1" 0.8531 0.536593744610507 0.5312 0.5366
"85" "rrf_mtry32" 0.8779 0.539572853569065 0.5 0.5396
"35" "avNNet_decay0" 0.886 0.540518421914043 0.5625 0.5405
"7" "LMT_AIC" 0.8874 0.540691428719515 0.5625 0.5407
"76" "rf_mtry8" 0.8874 0.540691428719523 0.5625 0.5407
"98" "parRF_mtry16" 0.8874 0.540691428719523 0.5625 0.5407
"84" "rrf_mtry16" 0.8895 0.54093724922757 0.5625 0.5409
"29" "mlp_3" 0.9075 0.543011365303224 0.5312 0.543
"19" "fda_prune9" 0.9828 0.551258139858225 0.5 0.5513
"20" "fda_prune17" 0.9828 0.551258139858225 0.5 0.5513
"32" "mlp_9" 1.0104 0.554120706335827 0.5 0.5541
"34" "avNNet_decay01" 1.0104 0.554120706335827 0.5 0.5541
"14" "PART" 1.0191 0.555001316721846 0.5 0.555
"97" "parRF_mtry8" 1.0884 0.561773642602241 0.5938 0.5618
"77" "rf_mtry16" 1.2814 0.578181043437748 0.5938 0.5782
"100" "parRF_mtry64" 1.308 0.580174261067341 0.5625 0.5802
"73" "bagFDA_prune16" 1.4528 0.589970863019505 0.5938 0.59
"79" "rf_mtry64" 1.4528 0.589970862990411 0.5938 0.59
"80" "rf_mtry128" 1.4528 0.589970862990411 0.5938 0.59
"99" "parRF_mtry32" 1.4528 0.589970862990411 0.5938 0.59
"101" "parRF_mtry128" 1.4528 0.589970863019501 0.5625 0.59
"24" "W_NB" 1.5933 0.597909086175832 0.6562 0.5979
"78" "rf_mtry32" 1.5933 0.597909086294269 0.625 0.5979
"126" "OptimalClass" 2.625 0.716724655651105 1 0.7167
