"methods" "abil" "avgProbs" "accuracy"
"24" "W_NB" 0.303617780289189 0.778738415317619 0.785
"25" "NB" 0.303617780289189 0.778738415317619 0.785
"26" "NB_laplace" 0.303617780289189 0.778738415317619 0.785
"65" "gbm_2_150" 0.30884584949201 0.778947240408549 0.77
"21" "mda_subc2" 0.310318799113495 0.779003894516675 0.775
"105" "knn_k5" 0.334689744470889 0.779843546521464 0.785
"39" "lvq_5" 0.445195813353535 0.784644537572372 0.79
"49" "svmLinear_C4" 0.450230817064822 0.784794269044994 0.775
"106" "knn_k7" 0.45433096071184 0.784906293269929 0.795
"111" "Ibk_k5" 0.457958066064457 0.784999864839559 0.795
"38" "lvq_3" 0.50880937440421 0.786123304465501 0.785
"42" "svmRadialCost_C0.1" 0.657412514537298 0.789058915350733 0.795
"113" "Ibk_k9" 0.919544299961187 0.792434933700125 0.795
"6" "LMT_CV" 1.00216330166411 0.793065891841666 0.79
"5" "LMT" 1.00216330166423 0.793065891841667 0.78
"35" "avNNet_decay0" 1.32941476209054 0.794652563933189 0.785
"1" "c5.0" 1.3294147620906 0.79465256393319 0.785
"2" "c5.0_winnow" 1.3294147620906 0.79465256393319 0.785
"3" "J48" 1.3294147620906 0.79465256393319 0.785
"4" "J48Unp" 1.3294147620906 0.79465256393319 0.785
"9" "ctree_c0.01" 1.3294147620906 0.79465256393319 0.785
"10" "ctree_c0.05" 1.3294147620906 0.79465256393319 0.785
"11" "ctree_c0.99" 1.3294147620906 0.79465256393319 0.785
"12" "JRip" 1.3294147620906 0.79465256393319 0.785
"14" "PART" 1.3294147620906 0.79465256393319 0.785
"88" "cforest_mtry2" 1.3294147620906 0.79465256393319 0.785
"89" "cforest_mtry4" 1.3294147620906 0.79465256393319 0.785
"90" "cforest_mtry8" 1.3294147620906 0.79465256393319 0.785
"91" "cforest_mtry16" 1.3294147620906 0.79465256393319 0.785
"92" "cforest_mtry32" 1.3294147620906 0.79465256393319 0.785
"93" "cforest_mtry64" 1.3294147620906 0.79465256393319 0.785
"94" "cforest_mtry128" 1.3294147620906 0.79465256393319 0.785
"33" "avNNet_decay1e04" 1.32941476209414 0.794652563933202 0.79
"53" "svmPoly_d_1_s_0.1" 1.41534826613641 0.798647628858201 0.795
"112" "Ibk_k7" 1.43724237965396 0.798862653459719 0.79
"66" "gbm_3_50" 1.55548662558841 0.801734900797959 0.785
"64" "gbm_2_100" 1.55555854861725 0.801736392025417 0.795
"7" "LMT_AIC" 1.56082092911683 0.801817384958445 0.8
"13" "JRip_Unp" 1.56895687026799 0.801878179687344 0.8
"30" "mlp_5" 1.7214519356311 0.804488072011752 0.8
"62" "gbm_1_150" 1.75543551249972 0.807579817326142 0.79
"121" "gcvEarth_d2" 1.76214699877649 0.807729633308183 0.805
"122" "gcvEarth_d3" 1.76214699877649 0.807729633308183 0.805
"63" "gbm_2_50" 1.76502397216561 0.807766486799721 0.8
"32" "mlp_9" 1.77012025248362 0.807808985872955 0.8
"19" "fda_prune9" 1.77012025248363 0.807808985872955 0.805
"20" "fda_prune17" 1.77012025248363 0.807808985872955 0.805
"44" "svmRadialCost_C2" 1.77012025248363 0.807808985872955 0.805
"61" "gbm_1_100" 1.77012025248363 0.807808985872955 0.805
"8" "rpart" 2.0894256704918 0.810893747753347 0.8
"107" "knn_k9" 2.09602275194331 0.811001915996166 0.805
"60" "gbm_1_50" 2.09620041326511 0.811004499838077 0.805
"22" "mda_subc3" 2.11106034632277 0.811170254846013 0.81
"23" "mda_subc4" 2.11106034632277 0.811170254846013 0.81
"34" "avNNet_decay01" 2.11106034632277 0.811170254846013 0.81
"37" "lvq_1" 2.11106034632277 0.811170254846013 0.81
"43" "svmRadialCost_C1" 2.11106034632277 0.811170254846013 0.81
"59" "svmPoly_d_3_s_0.1" 2.11106034632277 0.811170254846013 0.81
"71" "bagFDA_prune4" 2.11106034632277 0.811170254846013 0.81
"72" "bagFDA_prune8" 2.11106034632277 0.811170254846013 0.81
"73" "bagFDA_prune16" 2.11106034632277 0.811170254846013 0.81
"120" "gcvEarth_d1" 2.11106034632277 0.811170254846013 0.81
"29" "mlp_3" 2.1110603463232 0.811170254846016 0.805
"31" "mlp_7" 2.1110603463232 0.811170254846016 0.805
