"methods" "abil" "avgProbs" "accuracy"
"19" "fda_prune9" 1.24381220847002 0.668592007949312 0.665
"20" "fda_prune17" 1.24381220847002 0.668592007949312 0.665
"113" "Ibk_k9" 1.26404982198391 0.669017136355743 0.67
"14" "PART" 1.26727152509267 0.669082177945148 0.65
"1" "c5.0" 1.30768358692995 0.669842855834203 0.655
"38" "lvq_3" 1.31308161919881 0.669937330413253 0.665
"23" "mda_subc4" 1.3409735432396 0.670401703171618 0.65
"107" "knn_k9" 1.47540189606691 0.672195559674172 0.66
"34" "avNNet_decay01" 1.51429678503646 0.672608305521454 0.655
"43" "svmRadialCost_C1" 1.51438841429593 0.672609232042148 0.665
"61" "gbm_1_100" 1.51859605746098 0.672651556410147 0.675
"60" "gbm_1_50" 1.54687258989199 0.672925093582473 0.665
"22" "mda_subc3" 1.60659143662254 0.673445823080531 0.665
"29" "mlp_3" 1.63015595022466 0.67363217328642 0.665
"32" "mlp_9" 1.6304324957073 0.673634300826368 0.665
"21" "mda_subc2" 1.904384985987 0.67521152882722 0.665
"31" "mlp_7" 1.904384985987 0.67521152882722 0.665
"73" "bagFDA_prune16" 1.91193645441182 0.67524309559167 0.67
"2" "c5.0_winnow" 1.96716005248626 0.675459227446552 0.66
"11" "ctree_c0.99" 1.96716005248626 0.675459227446552 0.66
"12" "JRip" 1.96716005248626 0.675459227446552 0.66
"91" "cforest_mtry16" 1.96716005248626 0.675459227446552 0.66
"94" "cforest_mtry128" 1.96716005248626 0.675459227446552 0.66
"5" "LMT" 2.14900728569879 0.676017646317261 0.665
"6" "LMT_CV" 2.14900728569879 0.676017646317261 0.665
"7" "LMT_AIC" 2.14900728569879 0.676017646317261 0.665
"89" "cforest_mtry4" 2.14900728569879 0.676017646317261 0.665
"90" "cforest_mtry8" 2.14900728569879 0.676017646317261 0.665
"92" "cforest_mtry32" 2.14900728569879 0.676017646317261 0.665
"93" "cforest_mtry64" 2.14900728569879 0.676017646317261 0.665
"30" "mlp_5" 2.15070048239199 0.676021919716848 0.67
"88" "cforest_mtry2" 2.15070048239199 0.676021919716848 0.67
"71" "bagFDA_prune4" 2.15210711777338 0.676025458550684 0.67
"120" "gcvEarth_d1" 2.15210711777338 0.676025458550684 0.67
"72" "bagFDA_prune8" 2.15382151700807 0.676029757813066 0.675
