"methods" "abil" "avgProbs" "accuracy"
"127" "MinorityClass" -2.05619844235629 0.271902605071903 0.215
"116" "pls_ncomp3" -1.78475008708986 0.272077459979949 0
"119" "simpls_ncomp3" -1.78475008708986 0.272077459979949 0
"129" "PessimalClass" -1.78475008708986 0.272077459979949 0
"124" "RandomClass_B" -1.45062265702909 0.34871515269137 0.345
"69" "treeBag" -1.40365955320601 0.369882956432899 0.36
"41" "svmRadialCost_C0.01" -1.37005297358025 0.386260047400392 0.425
"51" "svmPoly_d_1_s_0.001" -1.37005297358025 0.386260047400392 0.425
"54" "svmPoly_d_2_s_0.001" -1.37005297358025 0.386260047400392 0.425
"57" "svmPoly_d_3_s_0.001" -1.37005297358025 0.386260047400392 0.425
"126" "MajorityClass" -1.37005297358025 0.386260047400392 0.425
"125" "RandomClass_C" -1.36859662394801 0.386990537097829 0.375
"123" "RandomClass_A" -1.34462476759957 0.399228833774821 0.41
"70" "bagFDA_prune2" -1.2609955189204 0.44323195637709 0.35
"128" "OptimalClass" -0.943419673461144 0.531285024563105 1
"81" "rrf_mtry2" -0.773353738648297 0.547822917542089 0.59
"82" "rrf_mtry4" -0.773353738648297 0.547822917542089 0.59
"83" "rrf_mtry8" -0.773353738648297 0.547822917542089 0.59
"84" "rrf_mtry16" -0.773353738648297 0.547822917542089 0.59
"85" "rrf_mtry32" -0.773353738648297 0.547822917542089 0.59
"86" "rrf_mtry64" -0.773353738648297 0.547822917542089 0.59
"87" "rrf_mtry128" -0.773353738648297 0.547822917542089 0.59
"108" "Ibk_k1" -0.637351646023899 0.56487817472248 0.585
"103" "knn_k2" -0.613276875305187 0.568200641240699 0.605
"102" "knn_k1" -0.587091863804902 0.571532996803513 0.6
"27" "rbf" -0.52246776327179 0.578301770223334 0.65
"109" "Ibk_k2" -0.448096810962576 0.585002379831528 0.58
"104" "knn_k3" -0.372270159405641 0.593343684803387 0.665
"67" "gbm_3_100" -0.327454011687193 0.597781215863273 0.65
"110" "Ibk_k3" -0.295511407813655 0.600102290571748 0.655
"68" "gbm_3_150" -0.265926096607732 0.60177982316895 0.63
"101" "parRF_mtry128" -0.248642671428842 0.602626678390023 0.63
"99" "parRF_mtry32" -0.233871938901025 0.603303105886058 0.63
"80" "rf_mtry128" -0.233240924665691 0.603331320866885 0.645
"77" "rf_mtry16" -0.228648023182164 0.603535404545042 0.64
"79" "rf_mtry64" -0.224226903008946 0.603730034373451 0.63
"76" "rf_mtry8" -0.223668001683518 0.603754532612125 0.635
"100" "parRF_mtry64" -0.222427343210922 0.603808839874882 0.635
"74" "rf_mtry2" -0.220536633569991 0.603891421468306 0.645
"97" "parRF_mtry8" -0.218985920483524 0.603959009409129 0.64
"75" "rf_mtry4" -0.217243965842815 0.604034801049181 0.645
"95" "parRF_mtry2" -0.213192343329335 0.604210676632959 0.64
"78" "rf_mtry32" -0.207775062631679 0.604445370230808 0.645
"98" "parRF_mtry16" -0.077544249927456 0.612341150149916 0.65
"96" "parRF_mtry4" -0.0397490488331638 0.616464232938873 0.645
"15" "sda_L0.0" 0.0711686203426418 0.630722509661735 0.625
"16" "sda_L0.5" 0.0711686203426418 0.630722509661735 0.625
"17" "sda_L1.0" 0.0711686203426418 0.630722509661735 0.625
"18" "fda_prune2" 0.0711686203426418 0.630722509661735 0.625
"40" "SMV" 0.0711686203426418 0.630722509661735 0.625
"46" "svmLineart_C0.1" 0.0711686203426418 0.630722509661735 0.625
"47" "svmLinear_C1" 0.0711686203426418 0.630722509661735 0.625
"48" "svmLinear_C2" 0.0711686203426418 0.630722509661735 0.625
"49" "svmLinear_C4" 0.0711686203426418 0.630722509661735 0.625
"50" "svmLinear_C8" 0.0711686203426418 0.630722509661735 0.625
"53" "svmPoly_d_1_s_0.1" 0.0711686203426418 0.630722509661735 0.625
"55" "svmPoly_d_2_s_0.01" 0.0711686203426418 0.630722509661735 0.625
"56" "svmPoly_d_2_s_0.1" 0.0711686203426418 0.630722509661735 0.625
